sku,nome,categoria,preco
3043899,Placa de VÃ­deo Palit GeForce RTX 3090 GamingPro OC 24GB GDDR6X (NED3090S19SB-13,Placa de Vi­deo,1450.00
3278123,Placa de VÃ­deo Star NVIDIA GeForce GT730 4GB DDR3 VGA DVI HDMI,Placa de Vi­deo,75.7
3249444,Placa MÃ£e ASRock A520M PRO4 AM4 4xDDR4 PCI-E HDMI DP USB SATA,Placa Mae,81
3143711,Placa MÃ£e ASRock B450 Steel Legend AM4 4xDDR4 PCI-E HDMI DP USB SATA,Placa Mae,122.9
2642970,Placa MÃ£e ASRock B550 Phantom Gaming 4 AM4 4xDDR4 PCI-E HDMI M.2 USB,Placa Mae,129
3055533,Placa MÃ£e ASRock B550 Phantom Gaming-ITX AX LGA 1200 2xDDR4 HDMI DP USB,Placa Mae,215
3055564,Placa MÃ£e ASRock B550 STEEL LEGEND AM4 4xDDR4 HDMI DP USB,Placa Mae,189
3205204,Placa MÃ£e ASRock B550M Steel Legend AM4 4xDDR4 PCI-E HDMI DP USB SATA,Placa Mae,133
3171455,Placa MÃ£e ASRock B550M-HDV AM4 2xDDR4 PCI-E HDMI DVI-D USB SATA,Placa Mae,87.5
3143681,Placa MÃ£e ASRock B560 Pro4 LGA1200 4xDDR4 PCI-E HDMI DP USB SATA,Placa Mae,130.5
3204412,Placa MÃ£e ASRock B660M-HDV LGA1200 2xDDR4 PCI-E HDMI DP VGA USB SATA,Placa Mae,87
989688,Placa MÃ£e ASRock D1800M Intel J1800 x2 DDR3 VGA DVI,Placa Mae,64.9
3033906,Placa MÃ£e ASRock H370M-HDV LGA1151 2xDDR4 PCI-E HDMI DVI-D VGA,Placa Mae,63
3204290,Placa MÃ£e ASRock H470M-HVS LGA1200 2xDDR4 PCI-E HDMI VGA USB SATA,Placa Mae,61
3029749,Placa MÃ£e ASRock H510M-HDV R2.0 LGA1200 2xDDR4 PCI-E HDMI DVI-D VGA,Placa Mae,79.25
3143698,Placa MÃ£e ASRock H610M-HDV LGA1700 2xDDR4 PCI-E HDMI DP VGA SATA,Placa Mae,83
2074757,Placa MÃ£e ASRock X570 Phantom Gaming 4 AM4 4xDDR4 PCI-E HDMI DP USB,Placa Mae,174
2311142,Placa MÃ£e ASRock X570 Steel Legend AM4 4xDDR4 PCI-E HDMI DP USB-C,Placa Mae,238
3143704,Placa MÃ£e ASRock Z690 PG RipTide LGA1700 4xDDR4 PCI-E HDMI USB SATA,Placa Mae,230
3336632,Placa MÃ£e ASRock Z790 PG Lightning D4 LGA1700 4xDDR4 PCI-E HDMI USB-C SATA,Placa Mae,229
3336649,Placa MÃ£e ASRock Z790M PG Lightning D4 LGA1700 4xDDR4 PCI-E HDMI USB-C SATA,Placa Mae,205
3324592,Placa MÃ£e Asus EX-B660M-V5 D4 LGA1700 2xDDR4 PCI-E M.2 HDMI VGA SATA,Placa Mae,113
1198423,Placa MÃ£e Asus Prime A320M-K AM4 2xDDR4 VGA HDMI USB SATA,Placa Mae,67
2551234,Placa MÃ£e ASUS Prime B450M-AII AM4 4xDDR4 PCI-E VGA DVI-D HDMI SATA,Placa Mae,104
2740430,Placa MÃ£e Asus Prime B560-A LGA1200 4xDDR4 PCI-E M.2 HDMI DP USB-C,Placa Mae,105.5
3124116,Placa MÃ£e Asus Prime B660M-A D4 LGA1700 4xDDR4 PCI-E M.2 HDMI DP SATA,Placa Mae,142
3324561,Placa MÃ£e Asus Prime B660M-A D4 WiFi LGA1700 4xDDR4 PCI-E M.2 HDMI DP SATA,Placa Mae,157
2458243,Placa MÃ£e Asus Prime H410M-K LGA1200 2xDDR4 PCI-E DVI-D VGA USB SATA,Placa Mae,81.5
3106556,Placa MÃ£e Asus Prime H410M-K R2.0 LGA1200 2xDDR4 PCI-E M.2 HDMI DVI-D SATA,Placa Mae,82
2740713,Placa MÃ£e Asus Prime H510M-A LGA1200 2xDDR4 PCI-E M.2 HDMI VGA DP,Placa Mae,91.5
3324554,Placa MÃ£e Asus Prime H510M-A WiFi LGA1200 2xDDR4 PCI-E M.2 HDMI DP VGA,Placa Mae,100
2740706,Placa MÃ£e Asus Prime H510M-E LGA1200 2xDDR4 PCI-E M.2 HDMI DP VGA,Placa Mae,82
2860480,Placa MÃ£e Asus Prime H510M-K LGA1200 2xDDR4 PCI-E M.2 HDMI VGA USB SATA,Placa Mae,85
3198001,Placa MÃ£e Asus Prime H610M-A D4 LGA1700 2xDDR4 PCI-E M.2 HDMI DP SATA,Placa Mae,99.5
3106594,Placa MÃ£e Asus Prime H610M-D D4 LGA1700 2xDDR4 PCI-E M.2 HDMI VGA SATA,Placa Mae,85
3106600,Placa MÃ£e Asus Prime H610M-E D4 LGA1700 2xDDR4 PCI-E M.2 HDMI VGA DP SATA,Placa Mae,85
3106617,Placa MÃ£e Asus Prime H610M-K D4 LGA1700 2xDDR4 PCI-E M.2 HDMI VGA SATA,Placa Mae,85
3324608,Placa MÃ£e Asus Prime H670-Plus D4 LGA1700 4xDDR4 PCI-E M.2 HDMI DP SATA,Placa Mae,151
2088532,Placa MÃ£e ASUS Prime X570-Pro AM4 4xDDR4 PCI-E M.2 DP HDMI SATA,Placa Mae,296
3249390,Placa MÃ£e Asus Prime Z590-A LGA1200 4xDDR4 PCI-E M.2 HDMI DP SATA,Placa Mae,204
2901534,Placa MÃ£e Asus Prime Z690-P D4 LGA1700 4xDDR4 PCI-E M.2 HDMI DP USB SATA,Placa Mae,214
2901527,Placa MÃ£e Asus Prime Z690-P LGA1700 4xDDR5 PCI-E M.2 HDMI DP USB SATA,Placa Mae,226
2901541,Placa MÃ£e Asus Prime Z690-P WIFI D4 LGA1700 4xDDR4 PCI-E M.2 HDMI DP USB SATA,Placa Mae,235
3005347,Placa MÃ£e Asus Prime Z690-P WIFI LGA1700 4xDDR5 PCI-E M.2 HDMI DP USB SATA,Placa Mae,247
2901558,Placa MÃ£e Asus Prime Z690M-Plus D4 LGA1700 4xDDR4 PCI-E M.2 HDMI DP USB,Placa Mae,203
3197950,Placa MÃ£e Asus ProArt B660-CREATOR D4 LGA1700 4xDDR4 PCI-E M.2 HDMI DP SATA,Placa Mae,235
2667348,Placa MÃ£e Asus ROG STRIX Z590-A Gaming WiFi LGA1200 4xDDR4 PCI-E HDMI DP USB-C,Placa Mae,237
2712161,Placa MÃ£e Asus ROG STRIX Z590-E Gaming WiFi LGA1200 4xDDR4 PCI-E HDMI DP USB-C,Placa Mae,270
2740478,Placa MÃ£e Asus ROG Strix Z590-I Gaming WiFi LGA1200 2xDDR4 PCI-E HDMI USB-C WiF,Placa Mae,230
2214665,Placa MÃ£e Asus Tuf B450M-Pro Gaming AM4 4xDDR4 PCI-E HDMI DVI-D USB-C SATA,Placa Mae,115
3324479,Placa MÃ£e Asus TUF Gaming B450M-PRO II AM4 4xDDR4 PCI-E HDMI DP M.2 USB,Placa Mae,118
3124123,Placa MÃ£e Asus TUF Gaming B660M-E D4 LGA1700 4xDDR4 PCI-E HDMI DP M.2 USB,Placa Mae,153.8
3124130,Placa MÃ£e Asus TUF Gaming B660M-Plus D4 LGA1700 4xDDR4 PCI-E HDMI DP M.2 USB-C,Placa Mae,180
3324578,Placa MÃ£e Asus TUF Gaming B660M-Plus WiFi D4 LGA1700 4xDDR4 PCI-E HDMI DP M.2 U,Placa Mae,186
3324585,Placa MÃ£e Asus TUF Gaming B660M-Plus WiFi LGA1700 4xDDR4 PCI-E HDMI DP M.2 USB,Placa Mae,194
2740676,Placa MÃ£e Asus Tuf Gaming Z590-Plus Wifi LGA1200 4xDDR4 PCI-E HDMI DP M.2 USB-C,Placa Mae,208
2901565,Placa MÃ£e Asus Tuf Gaming Z690-PLUS D4 LGA1700 4xDDR4 PCI-E HDMI DP M.2 USB-C,Placa Mae,260
2901589,Placa MÃ£e Asus Tuf Gaming Z690-PLUS WiFi D4 LGA1700 4xDDR4 PCI-E HDMI DP M.2 US,Placa Mae,295
1921847,Placa MÃ£e Biostar A320MH AM4 2xDDR4 PCI-E VGA HDMI USB SATA,Placa Mae,47.25
3124314,Placa MÃ£e Biostar A68N-2100K AMD E1-6010 2xDDR3L PCI-E HDMI VGA SATA,Placa Mae,48.75
2007212,Placa MÃ£e Biostar B450MH AM4 2xDDR4 PCI-E VGA HDMI USB SATA,Placa Mae,56.5
3055403,Placa MÃ£e Biostar B560M-SILVER LGA 1200 4xDDR4 HDMI DVI-D DP USB,Placa Mae,101
3055380,Placa MÃ£e Biostar B560MHP LGA 1200 2xDDR4 HDMI VGA USB,Placa Mae,76.5
3143735,Placa MÃ£e Biostar B660GTQ LGA1700 4xDDR4 PCI-E HDMI DP DVI-D SATA,Placa Mae,197
3143766,Placa MÃ£e Biostar B660MX-E LGA1700 2xDDR4 PCI-E HDMI VGA DVI-D USB SATA,Placa Mae,76.5
2242606,Placa MÃ£e Biostar H310MHP LGA1151 2xDDR4 HDMI VGA USB SATA,Placa Mae,52.5
3009512,Placa MÃ£e Biostar H410MH S2 LGA1200 2xDDR4 PCI-E M.2 HDMI VGA SATA,Placa Mae,62
2964188,Placa MÃ£e Biostar H510MH 2.0 LGA1200 2xDDR4 PCI-E M.2 HDMI VGA SATA USB,Placa Mae,69.9
3134245,Placa MÃ£e Biostar H510MHP LGA1200 2xDDR4 PCI-E HDMI VGA SATA,Placa Mae,70
2882000,Placa MÃ£e Biostar H510MX E 2.0 LGA1200 2xDDR4 PCI-E M.2 HDMI VGA DVI-D SATA,Placa Mae,76.5
3034231,Placa MÃ£e Biostar H610MH LGA1700 2xDDR4 PCI-E M.2 HDMI VGA SATA,Placa Mae,73.9
3198025,Placa MÃ£e Biostar H61MHV3 LGA1152 2xDDR3 PCI-E HDMI VGA USB SATA,Placa Mae,50
3171370,Placa MÃ£e Biostar H81MHV3 2.0 LGA1150 2xDDR3 PCI-E HDMI VGA USB SATA,Placa Mae,53
3197943,Placa MÃ£e Biostar H81MHV3 3.0 LGA1150 2xDDR3 PCI-E HDMI VGA USB SATA,Placa Mae,53.5
3171578,Placa MÃ£e Biostar J4125NHU ITX Celeron 2.5GHz 2xDDR4 PCI-E HDMI VGA USB SATA,Placa Mae,96
2622033,Placa MÃ£e Biostar X570GTA AM4 4xDDR4 PCI-E M.2 HDMI VGA USB SATA,Placa Mae,143
3055410,Placa MÃ£e Biostar Z490GTN LGA 1200 DDR4 HDMI VGA USB,Placa Mae,113
3055427,Placa MÃ£e Biostar Z590GTA LGA 1200 4xDDR4 HDMI DVI-D DP USB,Placa Mae,193
3055434,Placa MÃ£e Biostar Z690GTA LGA 1200 4xDDR4 HDMI DVI-D DP USB,Placa Mae,290
3140697,Placa MÃ£e Colorful B560M-D Pro LGA1200 2xDDR4 PCI-E HDMI DVI VGA,Placa Mae,117
3140703,Placa MÃ£e Colorful B660M-HD Deluxe LGA1700 2xDDR4 PCI-E HDMI DP VGA,Placa Mae,115
3138236,Placa MÃ£e Colorful C.A68M-E V15 FM2+ 2xDDR3 PCI-E HDMI VGA USB,Placa Mae,51.75
2117829,Placa MÃ£e Colorful CVN X570 Gaming Pro V14 AM4 4xDDR4 PCI-E HDMI DP USB-C,Placa Mae,176
3140734,Placa MÃ£e Colorful H410M-K M.2 V20 LGA1200 2xDDR4 PCI-E HDMI VGA USB,Placa Mae,66.75
3140666,Placa MÃ£e Colorful H510M-T M.2 V20 LGA1200 2xDDR4 PCI-E HDMI VGA USB,Placa Mae,66.5
3140635,Placa MÃ£e Colorful H81M-K Plus V23B LGA1150 2xDDR3 PCI-E HDMI VGA USB,Placa Mae,68.75
2865072,Placa MÃ£e Foxconn H55 LGA1156 2xDDR3 PCI-E HDMI VGA USB SATA,Placa Mae,40.9
2865089,Placa MÃ£e Foxconn H61 LGA1155 2xDDR3 PCI-E HDMI VGA USB SATA GIGALAN NVME-M.2,Placa Mae,35.9
3030264,Placa MÃ£e Gigabyte B660M DS3H DDR4 LGA1700 4xDDR4 PCI-E M.2 HDMI VGA DP,Placa Mae,153.5
2746845,Placa MÃ£e Gigabyte H510M H LGA1200 2xDDR4 PCI-E M.2 HDMI VGA SATA,Placa Mae,77
3294208,Placa MÃ£e Gigabyte H510M S2H V2 LGA1200 2xDDR4 PCI-E M.2 HDMI DVI-D DP SATA,Placa Mae,78
3030288,Placa MÃ£e Gigabyte H610M H DDR4 LGA1700 2xDDR4 PCI-E M.2 HDMI VGA,Placa Mae,90
3076866,Placa MÃ£e Gigabyte H610M S2H DDR4 LGA1700 2xDDR4 PCI-E M.2 HDMI VGA DVI-D DP,Placa Mae,102
3338100,Placa MÃ£e Gigabyte Z590 Aorus Elite AX LGA1200 4xDDR4 PCI-E M.2 DP SATA WiFi,Placa Mae,190
3338117,Placa MÃ£e Gigabyte Z590 Aorus PRO AX LGA1200 4xDDR4 PCI-E M.2 DP SATA WiFi,Placa Mae,230
2654409,Placa MÃ£e Gigabyte Z590 D LGA1200 4xDDR4 PCI-E M.2 DP USB SATA,Placa Mae,180
3338124,Placa MÃ£e Gigabyte Z590 Gaming X LGA1200 4xDDR4 PCI-E M.2 DP USB-C SATA,Placa Mae,205
2732138,Placa MÃ£e Gigabyte Z590 UD AC LGA1200 4xDDR4 PCI-E M.2 DP USB SATA WiFi,Placa Mae,150
2732145,Placa MÃ£e Gigabyte Z590 UD LGA1200 4xDDR4 PCI-E M.2 DP USB SATA,Placa Mae,155
2742441,Placa MÃ£e GO LINE GL-H55-MA LGA1156 2xDDR3 PCI-E HDMI VGA USB SATA,Placa Mae,39
3275160,Placa MÃ£e GOLINE B75M-G LGA1155 2xDDR3 PCI-E HDMI VGA USB SATA,Placa Mae,43.5
2742434,Placa MÃ£e GOLINE GL-B75-MA LGA1155 2xDDR3 PCI-E HDMI VGA USB SATA,Placa Mae,43.5
3064108,Placa MÃ£e GOLINE GL-G41-MA LGA775 2xDDR3 PCI-E VGA USB SATA,Placa Mae,32.75
3152591,Placa MÃ£e GOLINE H110M-GD4 LGA1151 2xDDR4 PCI-E HDMI VGA USB SATA,Placa Mae,49.75
3152614,Placa MÃ£e GOLINE H510M-G LGA1200 2xDDR4 PCI-E HDMI VGA DVI-D SATA,Placa Mae,66.75
3152607,Placa MÃ£e GOLINE H55M-G LGA1156 2xDDR3 PCI-E HDMI VGA USB SATA,Placa Mae,36.75
3152584,Placa MÃ£e GOLINE H81M-G LGA1150 2xDDR3 PCI-E HDMI VGA USB SATA,Placa Mae,43.75
1977899,Placa MÃ£e MSI H310M PRO-VDH LGA1151 2xDDR4 PCI-E VGA DVI-D HDMI SATA,Placa Mae,57
3055465,Placa MÃ£e MSI MAG B560M BAZOOKA LGA1200 4xDDR4 M.2 PCI-E HDMI DP USB,Placa Mae,132
3144671,Placa MÃ£e MSI MAG B560M Mortar Wifi LGA1200 4xDDR4 M.2 PCI-E HDMI DP SATA,Placa Mae,160
3124352,Placa MÃ£e MSI MAG B660M Bazooka LGA1700 4xDDR4 M.2 PCI-E HDMI DP USB SATA,Placa Mae,155
3124338,Placa MÃ£e MSI MAG B660M Mortar WiFi DDR4 LGA1700 4xDDR4 M.2 PCI-E HDMI DP USB,Placa Mae,179
3284056,Placa MÃ£e MSI MAG X570S Tomahawk Max Wifi AM4 4xDDR4 M.2 PCI-E HDMI USB,Placa Mae,285
3055496,Placa MÃ£e MSI MAG Z590 TOMAHAWK WIFI LGA1200 4xDDR4 M.2 PCI-E HDMI DP USB,Placa Mae,238
3055502,Placa MÃ£e MSI MEG Z590 ACE LGA1200 4xDDR4 M.2 PCI-E HDMI USB-C SATA BT Wi-Fi,Placa Mae,492
3055519,Placa MÃ£e MSI MEG Z590 UNIFY LGA1200 4xDDR4 M.2 PCI-E HDMI USB-C SATA BT Wi-Fi,Placa Mae,205
3055526,Placa MÃ£e MSI MPG Z590 Gaming Carbon WiFi LGA1200 4xDDR4 M.2 PCI-E HDMI USB-C S,Placa Mae,265
3250297,Placa MÃ£e MSI PRO B660M-A DDR4 LGA1700 4xDDR4 M.2 PCI-E HDMI DP USB,Placa Mae,127
3124321,Placa MÃ£e MSI PRO H410M-B LGA1200 2xDDR4 M.2 PCI-E HDMI VGA USB,Placa Mae,69.5
3171646,Placa MÃ£e MSI Pro H610M-G DDR4 LGA1700 2xDDR4 M.2 PCI-E HDMI VGA DP USB,Placa Mae,91
3171660,Placa MÃ£e MSI Pro Z690-A DDR4 LGA1700 4xDDR4 M.2 PCI-E HDMI VGA DP USB,Placa Mae,182
3278147,Placa MÃ£e Star H110 LGA1155 2xDDR3 PCI-E HDMI VGA USB SATA,Placa Mae,53
3278130,Placa MÃ£e Star H61 LGA1155 2xDDR3 PCI-E HDMI VGA USB SATA,Placa Mae,42
3278161,Placa MÃ£e Star H81 LGA1155 2xDDR3 PCI-E HDMI VGA USB SATA,Placa Mae,46
3100448,Blackmagic Design DeckLink Duo 2,Placa PCI,535
1985214,Placa de Rede Encore Ultimate PCI Ethernet RÃ¡pida 10 100 Plateado,Placa PCI,5.5
3249758,Placa de Rede PCI-Express 1P Paralelo,Placa PCI,16.9
2007373,Processador AMD A6 7480 3.8GHz 1MB - Socket FM2+ (com Cooler),Processador,36
3204351,Processador AMD Ryzen 3 4100 atÃ© 4.00GHz 4 NÃºcleos 6MB - Socket AM4 OEM (Com C,Processador,93
2062419,Processador AMD Ryzen 5 3.600 3.70GHz Hexa-Core 35MB - Socket AM4 (com Cooler),Processador,147
3127933,Processador AMD Ryzen 5 4500 atÃ© 4.10GHz 6 NÃºcleos 11MB - Socket AM4 (Com Cool,Processador,117
3107577,Processador AMD Ryzen 5 4600G 3.70GHz 6 NÃºcleos 11MB - Socket AM4 (Com Cooler),Processador,143
3052648,Processador AMD Ryzen 5 5500 4.20GHz 6 NÃºcleos 19MB - Socket AM4 (Com Cooler),Processador,170
3052655,Processador AMD Ryzen 5 5600 4.40GHz 6 NÃºcleos 35MB - Socket AM4 (Com Cooler),Processador,150
2739304,Processador AMD Ryzen 5 5600G 3.90GHz 6 NÃºcleos 19MB - Socket AM4 Com Cooler,Processador,167
2739342,Processador AMD Ryzen 7 5700G 3.80GHz 8 NÃºcleos 20MB - Socket AM4 (Com Cooler),Processador,278
3052662,Processador AMD Ryzen 7 5700X 4.60GHz 8 NÃºcleos 36MB - Socket AM4 (Sem Cooler),Processador,235
2528069,Processador AMD Ryzen 7 5800X 4.70GHz Octa-Core 36MB - Socket AM4 (sem Cooler),Processador,336
3160510,Processador AMD Ryzen 7 5800X3D atÃ© 4.50GHz 8 NÃºcleos 100MB - Socket AM4 (Sem,Processador,484
2480909,Processador AMD Ryzen 9 5900X 3.70GHz 12 NÃºcleos 70MB - Socket AM4 (Sem Cooler),Processador,419
2616032,Processador AMD Ryzen R9 5950X 3.40GHz 16 NÃºcleos 72MB - Socket AM4 (Sem Cooler,Processador,577
3030042,Processador Intel Core i3 LGA1155 i3-2130 3.40GHz 3MB Cache OEM,Processador,14.5
3090084,Processador Intel Core i3 LGA1155 i3-3220 3.30GHz 3MB Cache OEM,Processador,18.5
2426396,Processador Intel Core i3 LGA1200 i3-10100 3.6GHz 6MB Cache com Cooler,Processador,120
2469980,Processador Intel Core i3 LGA1200 i3-10100F 3.6GHz 6MB Cache (com Cooler),Processador,77
2605432,Processador Intel Core i3 LGA1200 i3-10105F 3.70GHz 6MB Cache (com Cooler),Processador,69
2881980,Processador Intel Core i3-10105 LGA1200 - 3.70GHz 6MB de Cache (com Cooler),Processador,113.5
3037973,Processador Intel Core i3-12100 LGA1700 - 3.30GHz 12MB de Cache com Cooler,Processador,138
3003251,Processador Intel Core i3-12100F LGA1700 - 3.30GHz 12MB de Cache com Cooler,Processador,102
3030059,Processador Intel Core i5 LGA1155 i5-2320 3.00GHz 6MB Cache OEM,Processador,34.9
3165140,Processador Intel Core i5 LGA1155 i5-2500 3.30GHz 6MB Cache OEM,Processador,22.5
2426389,Processador Intel Core i5 LGA1200 i5-10400 2.9GHz 12MB Cache com Cooler,Processador,154
2465852,Processador Intel Core i5 LGA1200 i5-10400F 2.9 GHz 12MB Cache (com Cooler),Processador,122
2664576,Processador Intel Core i5 LGA1200 i5-10600KF 4.10GHz 12MB Cache (sem Cooler),Processador,186.5
2639482,Processador Intel Core i5-11400 LGA1200 - 2.60GHz 12MB de Cache (com Cooler),Processador,181
2854458,Processador Intel Core i5-11400 LGA1200 - 2.60GHz 12MB de Cache OEM,Processador,162
2631998,Processador Intel Core i5-11400F LGA1200 - 2.60GHz 12MB de Cache (com Cooler),Processador,139.9
2639505,Processador Intel Core i5-11600K LGA1200 - 3.90GHz 12MB de Cache (sem Cooler),Processador,239.9
2952093,Processador Intel Core i5-12400 LGA1700 - 2.50GHz 18MB de Cache (com Cooler),Processador,206
2961859,Processador Intel Core i5-12400F LGA1700 - 2.50GHz 18MB de Cache com Cooler,Processador,185
2874371,Processador Intel Core i5-12600K LGA1700 - 3.70GHz 20MB de Cache (sem Cooler),Processador,294
2984988,Processador Intel Core i5-12600KF LGA1700 - 3.70GHz 20MB de Cache (sem Cooler),Processador,274
2470023,Processador Intel Core i7 LGA1200 i7-10700K 3.80GHz 16MB Cache (sem Cooler),Processador,331
2469997,Processador Intel Core i7 LGA1200 i7-10700KF 3.8GHz 16MB Cache (sem Cooler),Processador,299
2615905,Processador Intel Core i7 LGA1200 i7-11700 2.50GHz 16MB Cache (com Cooler),Processador,340
2615912,Processador Intel Core i7 LGA1200 i7-11700F 2.50GHz 16MB Cache (com Cooler),Processador,290
2615899,Processador Intel Core i7 LGA1200 i7-11700K 3.60GHz 16MB Cache sem Cooler,Processador,322
2791708,Processador Intel Core i7 LGA1200 i7-11700KF 3.60GHz 16MB Cache sem Cooler,Processador,313
3003091,Processador Intel Core i7-12700 LGA1700 - 2.10GHz 25MB de Cache com Cooler,Processador,368
2874517,Processador Intel Core i7-12700K LGA1700 - 3.60GHz 25MB de Cache (sem Cooler),Processador,395
2874531,Processador Intel Core i7-12700KF LGA1700 - 3.60GHz 25MB de Cache (sem Cooler),Processador,407
2577043,Processador Intel Core i9 LGA1200 i9-10900 2.8GHz 20MB Cache com Cooler,Processador,395
2480923,Processador Intel Core i9 LGA1200 i9-10900F 2.8GHz 20MB Cache com Cooler,Processador,373
2605166,Processador Intel Core i9 LGA1200 i9-10900K 3.70GHz 20MB Cache (sem Cooler),Processador,421
3127957,Processador Intel Core i9-11900 LGA1200 - 2.50GHz 16MB de Cache com Cooler,Processador,452
2874548,Processador Intel Core i9-11900K LGA1200 - 3.50GHz 16MB de Cache (sem Cooler),Processador,420
2984933,Processador Intel Core i9-11900KF LGA1200 - 3.50GHz 16MB de Cache (sem Cooler),Processador,384
3067918,Processador Intel Core i9-12900F LGA1700 - 2.40GHz 30MB de Cache com Cooler,Processador,511
2874555,Processador Intel Core i9-12900K LGA1700 - 3.20GHz 30MB de Cache sem Cooler,Processador,568
2891323,Processador Intel Core i9-12900KF LGA1700 - 3.20GHz 30MB de Cache sem Cooler,Processador,586
3003220,Processador Intel Pentium Gold G7400 LGA1700 - 3.70GHz 6MB de Cache com Cooler,Processador,76.5
3033920,Processador Intel Pentium Gold LGA1200 G6405 4.1GHz 4MB Cache com Cooler,Processador,62
